repeat,point_index,session_time_s,point_time_s,cmd_x_mm,cmd_y_mm,is_outlier,edge_fail,raw_pa0,raw_pa5,raw_pa6,ratio_pa5_pa0,ratio_pa6_pa0,ratio_pa5_pa6,poly_pa5sq,poly_pa0pa5,poly_pa0pa6
1,19,3.156000000075437,0.0310000000754371,64,21,False,False,372,357,580,0.9596774193548387,1.5591397849462365,0.6155172413793103,0.127449,0.132804,0.21576
1,19,3.172000000020489,0.0470000000204891,64,21,False,False,375,357,580,0.952,1.5466666666666666,0.6155172413793103,0.127449,0.133875,0.2175
1,20,3.281000000075437,0.0,63,21,False,False,372,360,577,0.967741935483871,1.5510752688172043,0.6239168110918544,0.1296,0.13392,0.214644
1,20,3.297000000020489,0.0159999999450519,63,21,False,False,372,360,577,0.967741935483871,1.5510752688172043,0.6239168110918544,0.1296,0.13392,0.214644
1,20,3.297000000020489,0.0159999999450519,63,21,False,False,372,360,577,0.967741935483871,1.5510752688172043,0.6239168110918544,0.1296,0.13392,0.214644
1,20,3.312000000034459,0.0309999999590218,63,21,False,False,372,360,577,0.967741935483871,1.5510752688172043,0.6239168110918544,0.1296,0.13392,0.214644
1,20,3.3280000000959262,0.0470000000204891,63,21,False,False,372,360,577,0.967741935483871,1.5510752688172043,0.6239168110918544,0.1296,0.13392,0.214644
1,21,3.4530000000959262,0.0,62,21,False,False,369,360,571,0.975609756097561,1.5474254742547426,0.6304728546409807,0.1296,0.13284,0.210699
1,21,3.469000000040978,0.0159999999450519,62,21,False,False,372,360,568,0.967741935483871,1.5268817204301075,0.6338028169014085,0.1296,0.13392,0.211296
1,21,3.469000000040978,0.0159999999450519,62,21,False,False,372,360,571,0.967741935483871,1.5349462365591398,0.6304728546409807,0.1296,0.13392,0.212412
1,21,3.484000000054948,0.0309999999590218,62,21,False,False,372,360,571,0.967741935483871,1.5349462365591398,0.6304728546409807,0.1296,0.13392,0.212412
1,21,3.484000000054948,0.0309999999590218,62,21,False,True,375,348,574,0.928,1.5306666666666666,0.6062717770034843,0.121104,0.1305,0.21525
1,22,3.594000000040978,0.0,61,21,False,False,372,363,568,0.9758064516129032,1.5268817204301075,0.6390845070422535,0.131769,0.135036,0.211296
1,22,3.594000000040978,0.0,61,21,False,False,372,363,568,0.9758064516129032,1.5268817204301075,0.6390845070422535,0.131769,0.135036,0.211296
1,22,3.609000000054948,0.0150000000139698,61,21,False,False,372,363,568,0.9758064516129032,1.5268817204301075,0.6390845070422535,0.131769,0.135036,0.211296
1,22,3.64000000001397,0.0459999999729916,61,21,False,False,372,363,565,0.9758064516129032,1.5188172043010753,0.6424778761061947,0.131769,0.135036,0.21018
1,22,3.64000000001397,0.0459999999729916,61,21,False,False,372,363,568,0.9758064516129032,1.5268817204301075,0.6390845070422535,0.131769,0.135036,0.211296
1,23,3.75,0.0,60,21,False,False,369,363,557,0.983739837398374,1.5094850948509486,0.651705565529623,0.131769,0.133947,0.205533
1,23,3.76500000001397,0.0150000000139698,60,21,False,False,372,363,557,0.9758064516129032,1.4973118279569892,0.651705565529623,0.131769,0.135036,0.207204
1,23,3.76500000001397,0.0150000000139698,60,21,False,False,372,363,557,0.9758064516129032,1.4973118279569892,0.651705565529623,0.131769,0.135036,0.207204
1,23,3.781000000075437,0.0310000000754371,60,21,False,False,372,363,557,0.9758064516129032,1.4973118279569892,0.651705565529623,0.131769,0.135036,0.207204
1,23,3.781000000075437,0.0310000000754371,60,21,False,False,372,363,560,0.9758064516129032,1.5053763440860215,0.6482142857142857,0.131769,0.135036,0.20832
1,24,3.89000000001397,0.0,59,21,False,False,372,363,554,0.9758064516129032,1.489247311827957,0.6552346570397112,0.131769,0.135036,0.206088
1,24,3.906000000075437,0.0160000000614672,59,21,False,False,375,363,554,0.968,1.4773333333333334,0.6552346570397112,0.131769,0.136125,0.20775
1,24,3.906000000075437,0.0160000000614672,59,21,False,True,372,348,554,0.9354838709677419,1.489247311827957,0.628158844765343,0.121104,0.129456,0.206088
1,24,3.922000000020489,0.0320000000065192,59,21,False,False,372,366,554,0.9838709677419355,1.489247311827957,0.6606498194945848,0.133956,0.136152,0.206088
1,24,3.937000000034459,0.0470000000204891,59,21,False,False,372,363,548,0.9758064516129032,1.4731182795698925,0.6624087591240876,0.131769,0.135036,0.203856
1,25,4.047000000020489,0.0,58,21,False,True,363,366,554,1.0082644628099173,1.5261707988980717,0.6606498194945848,0.133956,0.132858,0.201102
1,25,4.062000000034459,0.0150000000139698,58,21,False,False,372,366,560,0.9838709677419355,1.5053763440860215,0.6535714285714286,0.133956,0.136152,0.20832
1,25,4.062000000034459,0.0150000000139698,58,21,False,False,372,366,560,0.9838709677419355,1.5053763440860215,0.6535714285714286,0.133956,0.136152,0.20832
1,25,4.078000000095926,0.0310000000754371,58,21,False,False,372,366,560,0.9838709677419355,1.5053763440860215,0.6535714285714286,0.133956,0.136152,0.20832
1,25,4.078000000095926,0.0310000000754371,58,21,False,True,372,351,557,0.9435483870967742,1.4973118279569892,0.63016157989228,0.123201,0.130572,0.207204
1,26,4.203000000095926,0.0,57,21,False,False,372,366,568,0.9838709677419355,1.5268817204301075,0.6443661971830986,0.133956,0.136152,0.211296
